GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
SLIRP	264.3	263.6	229.1	227.8	289.2	247.2
SNW1	79.92	80.71	70.04	69.48	83.67	81.19
C14orf178	6.089	5.581	4.027	5.313	5.352	5.24
ADCK1	8.327	7.815	7.063	7.33	6.711	7.494
LOC105370581	0	0	0	0	0	0
NRXN3	0.004437	0.03062	0.01225	0.0177	0.02311	0.01183
LOC105370589	0	0	0	0	0	0
LOC107984629	0	0	0	0	0	0
LOC105370588	0	0	0	0	0	0
LOC105370586	0	0	0	0	0	0
LOC112268125	0	0	0	0.007816	0	0
LOC105370583	0	0	0	0	0	0
LOC105370582	0	0	0	0	0	0
LOC107984630	0	0	0	0	0	0
LOC112267892	0	0	0	0	0	0
LOC105370590	0	0	0	0	0	0
LOC105370591	0	0	0	0	0	0
LOC105370593	0	0	0	0	0	0
DIO2	0.01935	0.02226	0.05343	0	0	0.008597
DIO2-AS1	0.04223	0.34	0.03886	0.04211	0.264	0.1501
CEP128	1.512	1.835	1.031	1.014	2.226	2.527
TSHR	0.01327	0	0	0	0.01383	0.01179
LOC105370596	0	0	0	0	0	0
LOC101928462	0.2409	0.3904	0.1814	0.1638	0.2281	0.2334
LOC105370594	0.4834	0.7183	0.3522	0.4419	0.5036	0.4653
GTF2A1	56.32	59.23	51.59	49.62	59.13	63.93
SNORA79	0	0.5534	0.4428	0.9596	0.5012	0.4274
GTF2A1-AS1	6.9	7.068	5.382	5.538	5.922	5.254
STON2	1.349	1.458	0.7228	0.7184	1.8	2.016
LINC02308	0	0	0	0	0	0
SEL1L	40.34	43.74	52.25	50.55	41.95	43.48
LINC01467	0.1135	0.06528	0.05222	0.05659	0.2365	0.05041
LINC02311	0	0	0	0	0	0
LOC107984704	0	0	0	0	0	0
LOC105370598	0	0	0	0	0	0
LOC105370599	0	0	0	0	0	0
LINC02301	0.3148	0	0	0	0	0
LOC105370600	0	0	0	0	0	0
LOC107984645	0	0	0	0	0.08404	0.07167
LOC105370601	0	0	0	0	0	0
LINC02305	0	0	0	0	0	0
LOC105370603	0	0	0	0	0	0
LOC105370604	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0
LINC02329	0	0	0	0	0	0
LINC00911	0	0	0	0	0	0
FLRT2-AS1	0	0	0	0	0	0
FLRT2	0.001399	0.003219	0.002575	0.00279	0.002915	0.01119
LINC02328	0.3646	0.6291	0	0	0.2849	0.162
LINC02316	0.003841	0.008835	0	0.00766	0	0
LINC02309	0	0	0	0	0	0
LINC01148	0	0	0	0	0	0
LOC105370608	0	0	0	0	0	0
LINC02296	0	0	0	0	0	0
LOC107984691	0	0	0	0	0	0
LINC02330	0	0	0	0	0	0
GALC	0.0709	0.1631	0.1305	0.1697	0.1034	0.1134
GPR65	0	0	0.1924	0.1787	0	0
LOC107984669	0	0	0	0	0	0
LINC01147	0	0	0	0	0	0
HISLA	0	0	0.07441	0	0.08424	0.07184
LOC107984699	0	0	0	0	0	0
LOC105370613	0	0	0	0	0	0
LOC105370612	0	0	0	0	0	0
KCNK10	0	0	0	0	0	0
SPATA7	6.377	6.49	8.256	9.55	5.698	6.529
PTPN21	2.107	2.271	13.07	13.93	1.9	2.139
LOC105370614	0.122	0	0.1123	0	0	0
ZC3H14	8.483	8.565	10.59	10.67	8.796	9.476
EML5	3.68	3.761	2.852	2.802	3.72	4.306
TTC8	19.15	19.46	18.57	18.17	21.53	22.78
LOC105370615	0.09301	0.02675	0.06419	0.06956	0.04844	0.02066
FOXN3	20.2	21.13	14.09	14.7	15.34	15.61
LOC101928817	0.07738	0.0445	0.178	0.07716	0.04031	0.2062
FOXN3-AS1	14.13	15.54	10.53	9.667	11.99	12.78
LOC107984635	0	0	0	0	0	0
FOXN3-AS2	0	0	0	0	0	0
LOC105370617	0	0.1144	0	0	0	0.08839
LOC105370616	0	0.1391	0	0	0	0.1074
EFCAB11	11.98	11.03	4.489	4.611	10.09	9.722
TDP1	23.5	24.23	13.31	13.1	24.26	25.97
KCNK13	0.412	0.2369	0.1896	0.3228	0.2759	0.6536
PSMC1	35.56	34.76	36.01	35.97	34.21	34.31
NRDE2	10.66	10.34	10.11	10.19	9.781	9.852
LOC105370618	0	0	0	0	0	0
CALM1	186.5	192.3	158.5	155.2	195.4	197.5
LINC02317	0	0	0	0	0	0
LINC00642	0	0	0	0	0	0
LOC105370619	0	0	0	0	0	0
TTC7B	4.84	4.798	3.625	3.721	5.768	5.88
TTC7B-AS1	2.164	1.805	1.892	1.349	1.973	2.019
LOC105370622	0.03447	0	0.03172	0	0	0.03062
LINC02321	4.944	4.429	3.106	3.508	7.082	5.743
RPS6KA5	1.844	1.704	1.285	1.144	1.588	1.554
DGLUCY	20	19.37	12.65	13.43	14.19	15.41
SNORA11B	0	0	0	0	0	0
GPR68	0.1529	0.1507	0.09045	0.1416	0.1479	0.1164
CCDC88C	15.22	15.99	11.09	11.44	15.59	15.77
LOC107984673	0.03392	0	0	0	0.03533	0.06026
LOC105370624	0.6282	0.578	0.9249	0.8978	1.047	0.7813
CCDC88C-DT	1.853	2.633	0.9027	1.196	2.157	1.937
PPP4R3A	33.79	34.4	30.23	30.34	33.31	35.95
LOC101928957	0.1412	0.06959	0.03712	0.08044	0.04202	0.05375
CATSPERB	0.6556	0.4399	0.1843	0.1453	0.1897	0.1456
TC2N	77.86	79.51	55.77	54.15	67.65	71.39
FBLN5	0	0	0	0	0.02167	0
TRIP11	21.56	21.79	21.35	21.1	20.03	20.78
ATXN3	8.639	8.449	8.449	8.444	7.533	7.734
NDUFB1	545.7	544.8	555.1	486.3	543.9	487.8
CPSF2	32.78	33.52	29.39	28.26	35.11	36.66
LOC105370627	0	0.07344	0	0	0	0
SLC24A4	0	0.01262	0	0	0.005712	0.004871
LOC105370707	0	0	0	0	0	0
RIN3	0.02501	0.07192	0.02301	0.06235	0.0521	0.04443
LGMN	81.79	81.07	107.2	114.1	78.31	79.94
GOLGA5	52.27	52.83	82.96	79.56	49.89	51.01
LINC02833	0	0	0	0	0	0
LINC02287	0	0	0	0.04853	0	0.04324
CHGA	0.05585	0.03212	0.0257	0.919	0.1455	0.07443
ITPK1	44.03	42.53	32.29	33.38	46.92	48.64
ITPK1-AS1	0.01433	0	0.01319	0	0	0.01273
MOAP1	65.32	63.22	85.21	85.45	74.69	72.59
LYSET	21.78	22.02	32.32	31.61	27.93	27.7
GON7	24.25	27.89	24.63	22.27	33.81	33.83
UBR7	36.4	38.91	30.1	31.48	59.59	63.26
BTBD7	13.91	14.36	10.88	11.05	13.52	14
UNC79	0.1073	0.1343	0.09586	0.09758	0.08879	0.129
COX8C	0.1243	0	0	0	0	0
PRIMA1	0.1806	0.2168	0.1156	0.04698	0.6626	0.572
LOC105370631	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0
FAM181A	0	0	0.05656	0	0	0
ASB2	0.06235	0.1673	0.09563	0.06218	0.1083	0.03693
MIR4506	0	0	0	0	0	0
LOC107984663	0	0	0	0	0	0
CCDC197	0	0.01925	0	0	0	0
OTUB2	5.029	5.309	3.74	4.122	3.624	4.146
DDX24	100.1	101.3	102.4	102.7	96.71	100.8
IFI27L1	5.021	4.83	5.683	5.426	5.176	5.658
IFI27	1.073	0.4748	0.9875	1.07	0.258	0.88
IFI27L2	4.63	5.326	2.474	1.936	3.112	2.388
LOC105370634	0	0	0	0	0	0
PPP4R4	1.073	1.14	0.6748	0.6636	0.5235	0.5429
SERPINA10	0.01197	0.02753	0.01101	0	0	0.01063
SERPINA6	0	0	0	0	0.1425	0.04052
SERPINA2	0	0	0	0	0	0
SERPINA1	0.2584	0.2123	0.1868	0.2392	0.9228	0.8525
SERPINA11	0	0	0	0	0	0
LOC105370635	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0.01909
SERPINA12	0	0	0	0	0	0
SERPINA4	0	0	0.03131	0	0	0
SERPINA5	0.02957	0.03401	0.05442	0.02949	0	0.02627
LOC112268127	0.01825	0.021	0.0168	0	0.01902	0.03243
SERPINA3	1.282	1.524	1.573	1.193	1.069	1.063
SERPINA13P	0	0	0	0	0	0
GSC	4.136	4.236	1.825	2.486	3.246	3.976
GSC-DT	1.18	1.183	0.3898	0.513	0.8511	1.022
LOC107984693	0	0	0	0	0	0
LOC107984639	0	0	0.04296	0	0	0
LINC02279	0	0	0	0	0	0
LOC107984646	0	0	0	0	0	0
DICER1	12.26	12.56	11.79	11.81	12.72	13.78
MIR3173	0.9906	0	0.9116	0	0	0
DICER1-AS1	10.15	11.19	6.561	7.696	8.564	10.13
CLMN	5.438	5.459	3.411	3.298	6.834	6.634
LOC105370637	0	0	0	0	0	0
LINC02292	0.198	0.2278	0.2186	0.3949	0.6188	0.9147
LOC107984710	0.2551	0	0.2348	0.1272	0.5316	0.34
LOC105370638	0	0	0	0	0	0
LOC105370639	0	0	0	0	0.07983	0
LOC105370640	0	0	0	0	0	0
SYNE3	0.7402	0.7443	0.5465	0.548	0.7895	0.8741
LOC101929107	0.08572	0.05916	0.01578	0	0.01786	0.06092
LOC112268122	0.14	0.04392	0.08199	0.08885	0.07956	0.09046
SNHG10	22.98	24.1	15.93	16.68	22.36	23.65
SCARNA13	3.919	4.226	4.057	2.931	4.338	4.134
GLRX5	115.8	117	105.5	98.53	134.6	132.9
LINC02318	0.03423	0	0	0	0	0
LOC105370643	0	0	0	0	0.09599	0
TCL6	0.1146	0.1582	0.08436	0.16	0.07163	0.1018
TCL1B	0.05898	0	0	0	0	0
TCL1A	0	0	0	0	0	0
LOC107984703	0	0.0417	0	0	0	0
LOC105370644	0	0	0	0	0	0
TUNAR	0	0	0	0.03863	0.02018	0
C14orf132	3.421	3.426	0.7937	1.012	4.009	3.953
BDKRB2	0.5617	0.4615	0.02954	0.06402	0.3177	0.1996
BDKRB1	0.7766	1.012	0.4288	0.4647	0.6472	1.196
ATG2B	12.81	13.1	11.23	11.01	10.72	11.49
GSKIP	24.39	24.37	28.72	30.51	22.62	23.07
AK7	1.902	2.082	1.088	0.9946	2.04	1.903
LOC112268137	0	0	0	0.2285	0.2387	0
PAPOLA-DT	10.32	11.18	7.76	8.607	9.508	6.962
PAPOLA	75.9	77.8	67.11	64.81	73.7	76.38
LOC105370645	0.04964	0	0	0	0	0
LINC02299	0	0	0	0	0	0
VRK1	29.09	30.29	18.11	17.45	45.74	45.77
LINC00618	0	0.8585	0.1717	0	0	0.3315
LOC105370647	0	0	0	0	0	0
LINC02304	0	0	0	0	0	0
LINC02325	0	0	0	0	0	0
LINC02291	0	0	0	0	0	0
LOC105370650	0	0	0	0	0	0
LOC105370651	0	0	0	0	0	0
LINC02312	0	0	0	0	0	0
LINC01550	0	0	0	0	0	0
LOC107984706	0	0	0	0	0	0
LOC105370655	0	0	0	0	0	0
LOC105370654	0	0	0	0	0	0
LOC105370653	0	0	0	0	0	0
LINC02295	0	0	0	0	0	0
LOC107987207	0	0	0	0	0	0
LOC105370656	0	0	0	0	0	0
LOC105370657	0	0	0	0	0	0
LINC02914	0	0	0	0	0	0
LOC105370658	0.03735	0.05728	0	0.03724	0	0.02212
LOC107984696	0	0	0	0	0	0
LOC105370659	0	0	0	0	0	0
BCL11B	0.1817	0.1817	0.1308	0.1654	0.3456	0.407
LOC105370660	0	0	0	0	0	0
SETD3	30.4	31.58	39.54	38.77	40.43	41.63
CCNK	27.95	27.79	24.72	25.68	24.84	26.85
CCDC85C	20.57	20.08	19.75	20.82	19.51	21.65
LOC105370661	0.0492	0.0849	0.04528	0.04907	0.02563	0.06557
HHIPL1	0.03329	0.05361	0.04288	0.05311	0.03468	0.06506
CYP46A1	1.031	0.7339	1.039	1.444	0.8692	1.177
EML1	8.55	9.214	11.88	12.27	10.53	11.65
LOC102724682	0.8111	0.933	1.096	0.981	0.9169	1.043
EVL	11.72	9.924	9.666	11.3	9.58	10.94
MIR151B	0	0	0	0	0	0
MIR342	0	0	0	0	0	0
DEGS2	1.542	1.562	1.388	1.17	1.309	1.623
YY1	30.54	32.68	26.11	27	32.13	32.96
MIR6764	1.104	3.811	3.048	1.101	1.15	0.981
SLC25A29	21.66	20.37	21.56	25.33	14.91	16.67
MIR345	1.375	0	1.265	1.371	1.432	1.832
SLC25A47	0	0.04211	0.03369	0.03651	0.1144	0.03252
WARS1	87.66	92.77	102.5	106.3	88.31	95.86
WDR25	6.441	6.637	6.4	6.356	6.174	6.199
LOC105370664	0	0.03075	0.0246	0	0	0
BEGAIN	0.1366	0.1257	0.02514	0.0454	0.1043	0.08898
LINC00523	0	0	0	0	0	0
LOC105370667	0	0	0	0	0	0
LOC105370668	0	0	0	0	0	0
LOC105370669	0	0.288	0	0	0	0
DLK1	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0
MEG3	0	0	0	0	0	0
MIR770	0	0	0	0	0	0
MIR493	0	0	0	0	0	0
MIR337	0	0	0	0	0	0
MIR665	0	0	0	0	0	0
RTL1	0	0	0	0	0	0
MIR431	0	0	0	0	0	0
MIR433	0	0	0	0	0	0
MIR127	0	0	0	0	0	0
MIR432	0	0	0	0	0	0
MIR136	0	0	0	0	0	0
MEG8	0	0	0	0	0	0.01309
LOC107987208	0	0	0	0	0	0
SNORD112	0	0	0	0	0	0
MIR370	0	0	0	0	0	0
SNORD113-1	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0
SNORD113-3	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0
SNORD113-8	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	0
SNORD114-11	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0
SNORD114-13	0	0	0	0	0	0
SNORD114-14	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0
SNORD114-21	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0
MIR379	0	0	0	0	0	0
MIR411	0	0	0	0	0	0
MIR299	0	0	0	0	0	0
MIR380	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0
MIR758	0	0	0	0	0	0
MIR329-1	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0
MIR494	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0
MIR543	0	0	0	0	0	0
MIR495	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0
MIR654	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0
MIR300	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0
MIR381HG	0	0	0	0	0	0
MIR381	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0
MIR539	0	0	0	0	0	0
MIR889	0	0	0	0	0	0
MIR544A	0	0	0	0	0	0
MIR655	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0
MIR382	0	0	0	0	0	0
MIR134	0	0	0	0	0	0
MIR668	0	0	0	0	0	0
MIR485	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0
MIR154	0	0	0	0	0	0
MIR496	0	0	0	0	0	0
MIR377	0	0	0	0	0	0
MIR541	0	0	0	0	0	0
MIR409	0	0	0	0	0	0
MIR412	0	0	0	0	0	0
MIR369	0	0	0	0	0	0
MIR410	0	0	0	0	0	0
MIR656	0	0	0	0	0	0
MEG9	0.05101	0	0	0.02543	0	0
LOC105370670	0	0	0	0.08807	0	0
LINC02285	0	0	0	0	0	0
LOC107984697	0	0	0	0	0	0
LOC105370671	0	0	0	0	0	0
LINC00524	0	0	0	0	0	0
LINC02314	0	0	0	0	0	0
LOC105370672	0.3645	0.1863	0.02484	0.08077	0.01406	0.1439
LOC105370673	0	0	0	0	0	0
LOC105370674	0	0	0	0	0	0
DIO3OS	0.5734	0.5653	0.07538	0.1361	0.2844	0.1455
MIR1247	0	0.5697	0	0.4939	0	0
DIO3	5.159	4.681	1.268	1.214	1.836	2.505
LOC105370675	0	0	0	0	0	0
LOC107984698	0	0	0	0.04566	0	0
LINC02320	0.02691	0	0	0	0.02804	0.02391
LINC00239	0.3148	0	0.1931	0	0	0.09321
PPP2R5C	46.58	48.56	43.71	42.59	51.83	53.71
LOC107984658	10.37	12.15	9.103	8.333	9.639	10.47
LOC107984659	0.5784	0.6397	1.433	1.264	0.8574	1.047
DYNC1H1	52.71	50.83	41.34	45.35	40.84	41.58
LOC107984661	43.5	43.6	33.05	36.56	33.66	33.01
HSP90AA1	1330	1354	1027	958.9	1396	1389
WDR20	6.759	6.473	6.981	6.868	5.899	6.511
LOC105370677	0.2082	0.3593	0.6706	1.35	0.2169	0.185
MOK	2.642	2.537	2.575	2.718	2.417	2.81
TRI-AAT5-4	0	0	0	0	0	0
ZNF839	9.993	9.718	8.564	10.27	9.102	10.92
CINP	68.12	72.89	61.1	64.77	74.9	74.21
TECPR2	6.673	6.761	5.819	6.187	6.293	6.397
ANKRD9	5.644	6.272	6.688	6.502	7.134	8.32
LOC105370679	0.01657	0.0572	0.01525	0.03306	0.01727	0
LOC105370680	0.4006	0.3072	0.215	0.2663	0.3477	0.2965
MIR4309	0	0	0	0	0	0
LINC02323	0	0	0	0	0	0
RCOR1	26.15	27.99	21.63	20.95	30.94	33.92
TRAF3	23.22	23.67	13.27	14.66	14.78	15.64
AMN	8.444	8.646	7.172	7.993	7.095	7.809
CDC42BPB	65.91	65.96	53.91	56.65	54.63	56.04
LBHD2	0	0	0	0	0	0
EXOC3L4	0.1246	0.1042	0.0521	0.02258	0.02359	0.01006
LINC00677	0	0	0	0	0	0
TNFAIP2	0.6905	0.6913	0.3648	0.4208	1.052	1.102
LOC105370685	0	0	0	0	0	0
LINC00605	0	0	0	0	0	0
LOC105370686	0.07654	0	0.07044	0	0	0
LOC105378183	0	0	0	0	0	0
LOC105370687	13.05	14	9.889	9.53	12.79	13.84
EIF5	112.8	116.4	86.81	85.05	113.5	117.8
SNORA28	0.5346	2.46	0	2.132	0	0.9499
MARK3	61.45	58.07	44.61	44.38	48.32	51.6
LOC112268130	0.2222	0.05898	0.2831	0.2216	0.4273	0.4555
CKB	1062	1037	1387	1569	1509	1614
TRMT61A	19.01	17.9	18.71	18.94	19.78	20.11
BAG5	36.15	37.53	37.61	38.37	40.05	43.32
COA8	14.94	15.21	15.3	14.22	15.34	13.85
LOC105370688	0	0.2292	0	0	0	0
KLC1	61.73	60.95	69.66	72.34	54.77	54.72
XRCC3	28.72	26.36	19.24	23.05	41.07	45.68
LOC112268131	1.024	0.9571	1.213	1.06	1.134	1.547
ZFYVE21	48.41	46.27	59.48	63.11	57.88	54.92
PPP1R13B	13.6	12.83	20.7	22.25	15.54	16.71
PPP1R13B-DT	0.1638	0.1131	0.1809	0.294	0.2048	0.3202
LOC105370690	0.3104	0.8927	1.285	1.548	0.9701	0.8273
LOC105370689	0.1685	0.1292	0.2067	0.42	0.3803	0.2744
ATP5MJ	223.6	225.5	222.3	225.3	240.2	215.5
TDRD9	0	0.01468	0.03524	0.1146	0.03989	0.04536
RD3L	0	0	0	0	0	0
LOC105370691	0.04617	0	0	0	0.0481	0.1025
ASPG	0.2545	0.1952	0.1214	0.1692	0.06874	0.1005
MIR203A	0	0.7044	0.5635	0	0	0
MIR203B	0	0	0.7208	0	0	0
KIF26A-DT	0.0361	0.08305	0	0.07199	0.03761	0.1283
KIF26A	0.08972	0.05733	0.04587	0.1292	0.2804	0.2834
LINC02691	0	0	0	0.01733	0	0
LOC105370694	0	0	0	0	0.01047	0
C14orf180	0.02319	0.08002	0.04268	0	0	0.0206
TMEM179	1.28	1.449	0.5159	0.6774	2.336	2.584
LINC02280	0.01765	0.0203	0	0	0	0
MIR4710	0	0	0	0	0	0
INF2	14.89	14.43	10.65	11.96	11.65	13.39
ADSS1	8.122	8.179	5.886	6.32	9.205	9.33
LOC107984670	3.1	2.606	3.182	1.664	2.484	3.707
LOC107987209	7.763	7.677	6.709	7.802	10.87	10.78
SIVA1	31.55	30.48	25.23	29.52	45.05	42.59
LOC102723342	24.35	25.15	24.15	25.21	26.67	28.72
AKT1	91.11	90.75	94.51	100.8	101.9	107.1
ZBTB42	24.98	26.01	22.49	24.73	30.2	32.78
LINC00638	2.595	2.339	1.157	1.441	2.341	2.472
CEP170B	31.03	29.28	31.98	38.85	29.98	33.9
MIR12121	0.6873	2.372	1.265	0.6854	0	1.832
PLD4	0.1224	0.1191	0.05198	0.08449	0.1373	0.1004
AHNAK2	0.3551	0.446	0.1434	0.2385	0.6417	0.6664
CLBA1	11.95	11.72	12.1	12.56	11.4	11.61
CDCA4	18.44	19.47	9.116	9.384	35.06	36.86
GPR132	0	0	0	0.01794	0	0
LINC02298	0.5222	1.373	0.961	0.4463	1.243	0.8615
JAG2	37.06	34.99	25.9	29.15	39.94	44.59
MIR6765	2.323	2.672	3.562	6.177	4.033	5.503
NUDT14	35.73	36.33	29.47	31.05	31.26	31.39
BRF1	18.99	17.28	13.89	14.14	18.85	21.1
BTBD6	51.41	49.23	49.83	52.74	61.01	63.62
PACS2	17.51	16.11	11.32	13.33	15.56	17.54
TEX22	1.302	1.334	0.6754	0.968	0.9373	1.178
MTA1-DT	11.71	10.73	8.307	9.638	12.33	13.88
MTA1	46.33	44.12	35.59	40.53	43.86	47.81
CRIP2	10.5	9.017	11.63	14.9	10.35	11.26
CRIP1	2.406	3.228	2.214	1.899	2.715	2.582
TEDC1	23.12	21.41	12.66	16.09	27.41	28.07
TMEM121	2.667	2.257	1.552	1.284	3.641	3.377
LOC105370697	0.1337	0.03845	0	0	0.06965	0.0594
LOC105370698	0	0	0	0.05934	0	0
IGHA2	0.0661	0	0	0	0	0
IGHE	0.7333	0.6025	0.1928	0.4179	0.4365	0.6049
MIR8071-1	1.036	0	0	0	0	0.9206
IGHG4	1.096	1.261	1.703	1.503	1.142	1.339
MIR8071-2	0	0	0	0	0	0.9206
IGHG2	0.1375	0.07906	0.1898	0.06854	0.1432	0.1221
LOC112268138	0.1222	0.2812	0	0	0	0
LOC105378187	0.09816	0.09033	0.01807	0.01958	0	0.03488
IGHGP	0.0567	0	0.05218	0	0.05907	0.05037
ELK2AP	0.08505	0.09783	0.07827	0.08481	0.0886	0.07556
IGHA1	0.06349	0	0	0	0	0
IGHEP1	0.2069	0.238	0.09522	0	0.2156	0.2758
LOC107987211	0	0	0	0	0.0228	0
IGHG1	0.2716	0	0.1875	0.2031	0.2122	0.1206
LOC105378184	0.07941	0.04567	0.01827	0.0198	0.04136	0.03527
IGHG3	0.1999	0.115	0.04598	0.09966	0.2603	0.1776
IGHD	0.6421	1.007	0	0	0.6081	0.5704
IGHM	0	0.05214	0	0	0.04722	0.04027
MIR4539	0	0	0	0	0	0.9973
MIR4507	0	0	0	0	0	0
MIR4538	0	0	0	0	0	0
MIR4537	0	0	0	0	0	0
IGHJ6	0	0	0	0	0	0
IGHJ3P	0	0	0	0	0	0
IGHJ5	0	0	0	0	0	0
IGHJ4	0	0	0	0	0	0
IGHJ3	0	0	0	0	0	0
IGHJ2P	0	0	0	0	0	0
IGHJ2	0	0	0	0	0	0
IGHJ1	0	0	0	0	0	0
IGHD7-27	0	0	0	0	0	0
IGHJ1P	0	0	0	0	0	0
IGHD1-26	0	0	0	0	0	0
IGHD6-25	0	0	0	0	0	0
IGHD5-24	0	0	0	0	0	0
IGHD4-23	0	0	0	0	0	0
IGHD3-22	0	0	0	0	0	0
IGHD2-21	0	0	0	0	0	0
IGHD1-20	0	0	0	0	0	0
IGHD6-19	0	0	0	0	0	0
IGHD5-18	0	0	0	0	0	0
IGHD4-17	0	0	0	0	0	0
IGHD3-16	0	0	0	0	0	0
IGHD2-15	0	0	0	0	0	0
IGHD1-14	0	0	0	0	0	0
IGHD6-13	0	0	0	0	0	0
IGHD5-12	0	0	0	0	0	0
IGHD4-11	0	0	0	0	0	0
IGHD3-10	0	0	0	0	0	0
IGHD3-9	0	0	0	0	0	0
IGHD2-8	0	0	0	0	0	0
IGHD1-7	0	0	0	0	0	0
IGHD6-6	0	0	0	0	0	0
IGHD5-5	0	0	0	0	0	0
IGHD4-4	0	0	0	0	0	0
IGHD3-3	0	0	0	0	0	0
IGHD2-2	0	0	0	0	0	0
FAM30A	0.02102	0.06449	0.01935	0.02096	0.08761	0.04981
IGHD1-1	0	0	0	0	0	0
IGHV6-1	0	0	0	0	0	0
IGHVII-1-1	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
IGHV1-2	0	0	0	0	0	0
IGHVIII-2-1	0	0	0	0	0	0
IGHV1-3	0	0	0	0	0	0
LOC107984634	0	0	0	0	0	0
IGHV4-4	0	0	0	0	0	0
IGHV7-4-1	0	0	0	0	0	0
IGHV2-5	0	0	0	0	0	0
IGHVIII-5-1	0	0	0	0	0	0
IGHVIII-5-2	0	0	0	0	0	0
IGHV3-6	0	0	0	0	0	0
IGHV3-7	0	0	0	0	0	0
IGHV3-64D	0	0	0	0	0	0
IGHV5-10-1	0	0	0	0	0	0
IGHV3-11	0	0.439	0.1756	0.7611	0.3976	0
IGHVIII-11-1	0	0	0	0	0	0
IGHV1-12	0	0	0	0	0	0
IGHV3-13	0	0	0	0	0	0
IGHVIII-13-1	0	0	0	0	0	0
IGHV1-14	0	0	0	0	0	0
IGHV3-15	0	0	0	0	0	0
IGHVII-15-1	0	0	0	0	0	0
IGHV3-16	0	0	0	0	0	0
IGHVIII-16-1	0	0	0	0	0	0
IGHV1-17	0	0	0	0	0	0
IGHV1-18	0	0	0	0	0	0
IGHV3-19	0	0	0	0	0	0
LOC105370700	0	0	0	0	0	0
IGHV3-20	0	0	0	0	0	0
IGHVII-20-1	0	0	0	0	0	0
IGHV3-21	0	0.2195	0.7024	0	0.1988	0.1695
IGHV3-22	0	0	0	0	0	0.1667
IGHVII-22-1	0	0	0	0	0	0
IGHVIII-22-2	0	0	0	0	0	0
IGHV3-23	0	0	0	0	0	0.1695
IGHV1-24	0	0	0.3512	0.7611	0.1988	0.1695
LINC00226	0	0	0	0	0	0.1004
IGHV3-25	0	0	0	0	0	0
IGHVIII-25-1	0	0	0	0	0	0
IGHV2-26	0	0	0	0	0	0
IGHVIII-26-1	0	0	0	0	0	0
IGHVII-26-2	0	0	0	0	0	0
IGHV7-27	0	0	0	0	0	0
IGHV4-28	0	0	0	0	0	0
IGHVII-28-1	0	0	0.2431	0	0	0
IGHV3-29	0.1897	0	0	0	0	0
IGHV3-30	0	0	0	0	0	0
IGHVII-30-1	0	0	0	0	0	0
IGHV3-30-2	0	0	0	0	0	0
IGHV4-30-2	0	0	0	0	0	0
IGHVII-30-21	0	0	0	0	0	0
IGHV3-32	0	0	0	0	0	0
IGHV3-33	0	0	0	0	0	0
IGHVII-33-1	0	0	0	0	0	0
IGHV3-33-2	0	0	0	0	0	0
IGHV4-34	0	0	0	0	0	0
