"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03050","hsa03050","Proteasome",46,0.457819519748866,1.10382802957031,0.294589178356713,0.611413302796068,0.527596546476412,8324,"tags=50%, list=22%, signal=39%","PSMA6/PSMD8/SEM1/ADRM1/PSME4/PSMB9/PSME2/PSME1/PSMC4/PSMC1/PSMA5/PSMD6/PSMC2/PSMC5/PSMD14/PSMC6/PSMD9/PSMB6/PSMD3/PSMB2/PSMD7/PSMF1/POMP"
"hsa04721","hsa04721","Synaptic vesicle cycle",78,0.41952013301799,1.09606564242107,0.270588235294118,0.611413302796068,0.527596546476412,6799,"tags=38%, list=18%, signal=32%","SLC6A3/CPLX1/ATP6V0A2/AP2S1/CPLX3/ATP6V1G1/ATP6V0E1/ATP6V1C2/ATP6V0B/TCIRG1/DNM2/ATP6V0D1/STX3/ATP6V1E1/ATP6V1C1/ATP6V0C/RIMS1/NAPA/CLTC/ATP6V0A1/AP2B1/CLTA/ATP6V1H/ATP6V1D/ATP6V0D2/AP2A1/ATP6V1G2/UNC13A/SLC6A13/STX1A"
"hsa00983","hsa00983","Drug metabolism - other enzymes",80,0.418290008507984,1.09519842536741,0.280632411067194,0.611413302796068,0.527596546476412,1916,"tags=21%, list=5%, signal=20%","UGT2B28/UGT2B11/NAT1/TYMP/UGT1A1/UGT2B7/UGT2B10/UGT1A3/UGT2B4/IMPDH1/UGT1A4/UGT1A5/CYP2A6/UGT1A8/UGT1A10/UGT1A9/UGT1A7"
"hsa05220","hsa05220","Chronic myeloid leukemia",77,-0.411256750343223,-1.08665139922802,0.276209677419355,0.611413302796068,0.527596546476412,4645,"tags=35%, list=12%, signal=31%","CHUK/BCR/SHC4/BAX/SOS1/CRKL/RB1/E2F3/HDAC1/KRAS/CCND1/PTPN11/SHC3/PIK3R2/PIK3CB/HDAC2/SMAD3/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/CDK4/PIK3R1/DDB2/MYC/E2F2/E2F1"
"hsa05215","hsa05215","Prostate cancer",98,-0.39709457111179,-1.08079253231633,0.290870488322718,0.611413302796068,0.527596546476412,3712,"tags=21%, list=10%, signal=19%","HSP90AB1/SOS1/RB1/E2F3/KRAS/CCND1/PIK3R2/PIK3CB/FGFR1/HSP90AA1/BCL2/TP53/P3R3URF-PIK3R3/PIK3R3/AR/PIK3R1/CCNE1/CDK2/E2F2/E2F1/CCNE2"
"hsa04512","hsa04512","ECM-receptor interaction",89,-0.398559858686545,-1.07534314708298,0.277327935222672,0.611413302796068,0.527596546476412,6019,"tags=29%, list=16%, signal=25%","RELN/LAMB1/ITGB3/ITGB7/COL4A1/LAMC3/ITGA2B/NPNT/CD44/DAG1/ITGB4/FRAS1/SV2C/ITGA6/ITGA2/COL9A3/CD47/VWF/COL4A2/HSPG2/SDC4/SPP1/COL9A2/FN1/HMMR/SDC1"
"hsa01240","hsa01240","Biosynthesis of cofactors",153,-0.372074571257709,-1.07242218497767,0.280172413793103,0.611413302796068,0.527596546476412,4881,"tags=33%, list=13%, signal=29%","PANK2/MTHFD1L/AK1/AKR1A1/NME1-NME2/VKORC1/ALAD/GCH1/SPR/NME7/GUSB/CTPS2/NADK2/PANK1/RFK/NFS1/PNPO/VKORC1L1/NME1/GPHN/RDH12/ADSS1/EPRS1/MOCS2/AK5/AK7/UMPS/ADSS2/COQ2/HSD17B6/PHOSPHO2/LIAS/LIPT2/PDXP/GGH/QPRT/COQ3/SHMT1/CTPS1/AFMID/CPOX/ALDH1B1/MTHFD2/CMPK2/CAD/PSAT1/MTHFD1/DHFR/UGT2B15/UGT2B17"
"hsa04012","hsa04012","ErbB signaling pathway",86,-0.399027642889456,-1.07217477843744,0.297352342158859,0.611413302796068,0.527596546476412,3900,"tags=23%, list=10%, signal=21%","MAPK8/ELK1/SOS1/CRKL/PAK4/KRAS/SHC3/PIK3R2/PIK3CB/MAPK9/EIF4EBP1/NRG3/P3R3URF-PIK3R3/PIK3R3/PIK3R1/PAK1/BUB1B-PAK6/MYC/CAMK2B/CAMK2D"
"hsa04625","hsa04625","C-type lectin receptor signaling pathway",105,0.395620880017347,1.07148199359673,0.288167938931298,0.611413302796068,0.527596546476412,5548,"tags=28%, list=15%, signal=24%","RELB/NFKBIA/NFKB2/RRAS/BCL3/MAPK11/TNF/IL23A/MALT1/BCL10/IKBKG/PPP3CC/MAPKAPK2/STAT2/CYLD/FCER1G/IRF1/PIK3CD/IKBKE/CARD9/PRKCD/CBLB/JUN/IRF9/NRAS/NFATC1/RELA/NFATC4/IKBKB"
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",122,0.386274162199266,1.06936196366542,0.285984848484849,0.611413302796068,0.527596546476412,2872,"tags=16%, list=8%, signal=14%","SOCS2/IGFBP3/PRKCA/IRS2/CREB3L4/MAPK11/CREB3/MTOR/MAP2K4/CREB3L2/SHC2/JUNB/GHR/ADCY10/STAT5A/ATF6B/ADCY6/SHC1/SST"
"hsa05214","hsa05214","Glioma",76,-0.405334943081859,-1.06693125452707,0.297570850202429,0.611413302796068,0.527596546476412,3956,"tags=28%, list=11%, signal=25%","CALM1/BAX/SOS1/RB1/E2F3/KRAS/CCND1/SHC3/PIK3R2/PIK3CB/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/CDK4/PIK3R1/DDB2/CAMK2B/CAMK2D/E2F2/E2F1"
"hsa05231","hsa05231","Choline metabolism in cancer",99,0.396473787957071,1.06644759634389,0.295454545454545,0.611413302796068,0.527596546476412,5429,"tags=35%, list=14%, signal=30%","PRKCA/PLPP1/SLC44A4/DGKA/MTOR/EGF/SLC22A1/CHKA/CHPT1/PLA2G4C/CHKB/PLA2G4E/HIF1A/PLA2G4B/GPCPD1/DGKD/SLC22A5/JMJD7-PLA2G4B/PCYT1A/SLC22A4/PLD2/SLC22A3/EGFR/TSC2/DGKQ/PIK3CD/PDPK1/TSC1/PLPP3/PIP5K1C/JUN/NRAS/PLA2G4A/WASF2/RPS6KB2"
"hsa04020","hsa04020","Calcium signaling pathway",254,-0.351948014460832,-1.06382125315955,0.267415730337079,0.611413302796068,0.527596546476412,6407,"tags=24%, list=17%, signal=20%","ATP2B1/ATP2B4/PHKA1/ERBB2/PLCD4/PPP3R1/RYR2/MYLK4/CAMK2G/NFATC2/TGFA/MET/ORAI1/PLCB3/ADCY9/HTR2C/FGF21/P2RX5/PHKB/SLC25A6/BDKRB2/VDAC2/ITPKB/GNA11/FGF2/MCOLN2/CALM1/MYLK/PLCB1/TPCN1/VDAC1/BDKRB1/PPP3CA/ITPR1/P2RX2/SPHK1/PPP3CB/ITPKA/HTR6/F2R/SLC25A5/PLCB4/FLT4/PTGFR/FGFR1/STIM2/ADORA2B/OXTR/ADCY7/MCU/VDAC3/PLCD3/P2RX7/ADCY3/PPIF/ADRB2/GRIN1/ADCY1/CAMK2B/CAMK2D"
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection",212,-0.356264760911504,-1.0619664396359,0.279735682819383,0.611413302796068,0.527596546476412,4805,"tags=24%, list=13%, signal=21%","GNG7/GNA11/CHUK/APOBEC3F/CASP3/GNB5/CALM1/BAX/MAPK8/BID/FAS/CRKL/CUL1/TRAF5/PAK4/PPP3CA/CYCS/GNG4/AP1S3/ITPR1/KRAS/CFL2/GNG13/GNG10/PPP3CB/GNB4/PIK3R2/PIK3CB/APOBEC3H/RAC3/APOBEC3D/TAP2/GNB3/CCNB1/MAPK9/BCL2/APOBEC3A/P3R3URF-PIK3R3/PIK3R3/APOBEC3B/CDC25C/SAMHD1/PIK3R1/PAK1/MAP2K6/FOS/CCNB2/BUB1B-PAK6/WEE1/CDK1/CHEK1"
"hsa05132","hsa05132","Salmonella infection",248,0.357119231035882,1.06054137581693,0.287822878228782,0.611413302796068,0.527596546476412,4621,"tags=23%, list=12%, signal=20%","TUBA3D/TUBA3E/RHOB/NFKBIA/RRAS/TNFRSF10B/BIRC3/AHNAK/TUBA3C/TRADD/ELMO2/CYTH1/MAPK11/MAP2K4/MYL12A/KLC2/CYTH2/TNF/ACTB/RAB5A/TNFRSF1A/KLC4/ACTG1/TNFSF10/KIF5C/GCC2/IKBKG/ARPC1B/TAB3/HSP90B1/ARPC4/MYL9/KLC1/RAB5B/PLEKHM1/DYNLRB2/SNX33/CDC42/ABI1/DNM2/RHOG/DYNC1I2/EXOC7/ARL8A/ARL8B/KPNA1/VPS39/DCTN5/ACBD3/ARPC3/DYNC1LI1/PIK3CD/DYNC2LI1/SNX9/VPS11/ARF1/ACTR1A"
"hsa05163","hsa05163","Human cytomegalovirus infection",224,0.357431161519627,1.0520704519848,0.297640653357532,0.611413302796068,0.527596546476412,5652,"tags=27%, list=15%, signal=23%","PTGER4/VEGFA/ITGAV/B2M/NFKBIA/CXCR4/PRKCA/TRADD/CREB3L4/MAPK11/CREB3/MTOR/CREB3L2/TAPBP/IL10RB/CCL2/HLA-B/TNF/TNFRSF1A/JAK1/GNA12/HLA-C/CALR/ATF6B/IKBKG/CDKN1A/HLA-A/PDIA3/PPP3CC/TAP1/ADCY6/HLA-E/GNB2/CREB3L1/IRF3/PTGER2/ATF2/EGFR/IL6R/GNGT2/TSC2/GNAQ/PIK3CD/BCAR1/HLA-F/TSC1/GNG5/NRAS/CASP9/HLA-G/IL1R1/TBK1/NFATC1/RELA/RPS6KB2/PXN/NFATC4/IKBKB/CDK6/STAT3"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction",370,-0.332239338916447,-1.04372355694607,0.283813747228381,0.611413302796068,0.527596546476412,6281,"tags=16%, list=17%, signal=14%","GPR35/SSTR2/TRPV1/KISS1R/GABRQ/GLP1R/VIPR2/NTSR2/S1PR2/PTH1R/GPR156/HTR2C/P2RX5/PRLR/LPAR6/KNG1/CORT/SSTR5/BDKRB2/GRM2/ADM/PGRMC1/NTS/NPW/LYPD6/INSL5/NMU/GCG/GABRD/SLURP1/BDKRB1/P2RX2/GRIK1/LYPD6B/GABRA3/HTR6/F2R/SLURP2/OGFRL1/PTGFR/RLN2/ADORA2B/OXTR/CALCRL/ADRA2C/EDN2/P2RX7/GAL/CHRNA3/THRA/ADORA1/APLN/C3/TMEM97/ADRB2/GRIN1/PMCH/CHRNA5/OPRK1/S1PR3"
"hsa00561","hsa00561","Glycerolipid metabolism",64,0.417769158620571,1.06976367598381,0.306324110671937,0.623523633557078,0.538046709495398,2854,"tags=20%, list=8%, signal=19%","PLPP1/DGKA/LPIN1/MBOAT2/MOGAT2/PLPP5/PNLIP/GLYCTK/PNPLA2/PNLIPRP3/DGKD/LPIN3/ABHD16A"
"hsa04950","hsa04950","Maturity onset diabetes of the young",26,0.514726840300511,1.10690166164287,0.311608961303462,0.62475442043222,0.539108771609199,4292,"tags=12%, list=11%, signal=10%","BHLHA15/HES1/RFX6"
"hsa05340","hsa05340","Primary immunodeficiency",38,-0.468635431068238,-1.09832665596879,0.31237721021611,0.62475442043222,0.539108771609199,5640,"tags=21%, list=15%, signal=18%","ORAI1/TNFRSF13C/RFXAP/DCLRE1C/BLNK/TAP2/ADA/UNG"
"hsa01230","hsa01230","Biosynthesis of amino acids",75,-0.405498997251534,-1.06383663974,0.311111111111111,0.62475442043222,0.539108771609199,6892,"tags=37%, list=18%, signal=31%","RPE/ENO2/MAT2A/ASNS/PGAM1/ALDOC/PYCR3/BCAT2/ALDH18A1/IDH3A/ACO1/PYCR2/TPI1/PRPS1/CPS1/RPIA/TKT/IDH2/PKM/MTR/CS/ARG2/PHGDH/SHMT1/PSPH/PFKM/PRPS2/PSAT1"
"hsa04730","hsa04730","Long-term depression",60,0.420728261880955,1.06934830868378,0.314851485148515,0.626063068734619,0.540238021368307,5293,"tags=23%, list=14%, signal=20%","PRKCA/IGF1R/PPP2CB/PLA2G4C/PLA2G4E/GNA12/PLA2G4B/GUCY1A1/JMJD7-PLA2G4B/ARAF/GNAQ/NRAS/IGF1/PLA2G4A"
"hsa00900","hsa00900","Terpenoid backbone biosynthesis",23,0.515828463083574,1.08749086564521,0.32064128256513,0.632033438978458,0.545389932043834,3428,"tags=39%, list=9%, signal=36%","HMGCS2/HMGCS1/MVD/IDI1/HMGCR/FDPS/GGPS1/DHDDS/MVK"
"hsa05143","hsa05143","African trypanosomiasis",37,0.466942236762211,1.07739815279403,0.324489795918367,0.632033438978458,0.545389932043834,1465,"tags=11%, list=4%, signal=10%","PRKCA/NPPA/TNF/F2RL1"
"hsa03272","hsa03272","Virion - Hepatitis viruses",48,0.442817919487563,1.07517793074524,0.32520325203252,0.632033438978458,0.545389932043834,7002,"tags=35%, list=19%, signal=29%","CLDN8/CLDN12/LDLR/CD63/CHMP1B/CHMP4A/CLDN7/EGFR/CLDN4/CD9/CLDN3/CLDN20/CHMP1A/TSG101/LAMP1/CHMP4B/IST1"
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation",48,0.442654375193831,1.07478083928263,0.32520325203252,0.632033438978458,0.545389932043834,3186,"tags=21%, list=9%, signal=19%","ACAD8/HMGCS2/HMGCS1/HIBCH/PCCA/ALDH6A1/MCEE/ABAT/ACAA1/HMGCL"
"hsa00340","hsa00340","Histidine metabolism",22,-0.514854681254876,-1.08886426828168,0.336693548387097,0.647053523157326,0.558350959395244,5410,"tags=23%, list=14%, signal=19%","ALDH3A2/ALDH3B1/CARNMT1/CARNS1/ALDH1B1"
"hsa04340","hsa04340","Hedgehog signaling pathway",56,-0.423425868066898,-1.0672179510735,0.33531746031746,0.647053523157326,0.558350959395244,4067,"tags=20%, list=11%, signal=18%","SUFU/PTCH1/CUL1/CCND1/SMO/GRK3/CDON/ARRB2/EVC/BCL2/KIF7"
"hsa03010","hsa03010","Ribosome",169,0.360384327798202,1.03624953415849,0.351401869158878,0.669751890889075,0.577937678184575,555,"tags=7%, list=1%, signal=6%","RNA5-8SN4/RNA5-8SN1/RNA5-8SN3/RNA5-8SN2/RNA5-8SN5/MRPS18A/RNA18SN2/RNA18SN5/RNA18SN3/RNA18SN4/RNA18SN1"
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes",154,0.36075693288714,1.02745175636153,0.35239852398524,0.669751890889075,0.577937678184575,3298,"tags=15%, list=9%, signal=14%","PRKCA/TPM1/CREB3L4/ATP1A1/MAPK11/CACNG4/CREB3/PPP2R5B/PPP1CB/CREB3L2/ADRB1/PPP2CB/TPM4/TPM2/ATF6B/ATP1A2/ADCY6/POPDC2/CREM/PPP2R2D/CREB3L1/BVES/TNNC1"
"hsa05414","hsa05414","Dilated cardiomyopathy",105,0.383633442376624,1.03901575071077,0.356870229007634,0.67452394933311,0.582055549914128,5519,"tags=19%, list=15%, signal=16%","ITGAV/TPM1/CACNG4/ADRB1/TNF/ACTB/ITGA5/TPM4/TPM2/ACTG1/ADCY6/LMNA/ITGB5/TNNC1/ITGB1/ITGA10/IGF1/SNTB2/ITGB6/TTN"
"hsa05171","hsa05171","Coronavirus disease - COVID-19",234,-0.340584010244207,-1.02177897204698,0.366292134831461,0.688549149628538,0.594158078932827,7674,"tags=40%, list=20%, signal=32%","RPL13A/PLCG1/RPS10-NUDT3/MAPK1/MAPK13/FCGR2A/MAPK12/RPS29/UBA52/NFKB1/RPL36A/RPL7A/RPL37A/RPS17/RPL41/RPS26/RPL29/RPL28/RPL39/RPL27/RPLP1/RPL26/RPL38/RPS19/ADAR/RPL27A/RPL23A/RPS9/RPS6/RPL31/IL1B/RPS7/RPL35A/RPS14/RPS27A/RPL12/RPL34/RPS21/RPL22L1/RPS20/NRP1/RPL10/RPL4/RPL18/RPS10/IRAK1/RPS24/EIF2AK2/RPL10A/RPL32/RPL23/RPS13/CHUK/RPL14/RPL15/RPS5/STAT1/RPL11/IFNAR2/RPL22/RPL18A/RPLP0/MAPK8/RPSA2/RPS4Y1/RPL17-C18orf32/RPL5/RPSA/RPS2/RPL6/RPL9/RPL7/MX1/RPL13/RPS23/RPL17/RPS15A/PIK3R2/TLR3/PIK3CB/RSL24D1/RPS3A/CFD/RPS3/VWF/MAPK9/C1R/P3R3URF-PIK3R3/PIK3R3/PIK3R1/OAS3/C3/FOS"
"hsa00533","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,0.573701566860049,1.06658155115424,0.374207188160677,0.692270296548371,0.597369105344678,1469,"tags=21%, list=4%, signal=21%","B3GNT2/CHST2/B4GALT1"
"hsa05150","hsa05150","Staphylococcus aureus infection",94,0.3871055344562,1.0367455133965,0.370656370656371,0.692270296548371,0.597369105344678,3327,"tags=7%, list=9%, signal=7%","KRT18/C2/HLA-DMA/CFB/FPR1/KRT10/C1S"
"hsa01200","hsa01200","Carbon metabolism",115,-0.371044292578925,-1.03381994550203,0.376321353065539,0.692270296548371,0.597369105344678,5849,"tags=37%, list=16%, signal=31%","PGAM1/MDH2/ALDOC/PDHA1/HKDC1/SUCLG2/IDH3A/MDH1/GPI/ACO1/PDHB/OGDHL/TPI1/PRPS1/SDHA/SDHB/CPS1/RPIA/SUCLG1/CAT/ACAT1/TKT/DLST/ESD/GCSH/ECHS1/SDHD/IDH2/FH/PGP/ACSS1/DLAT/PKM/CS/PHGDH/ME2/SHMT1/PSPH/PFKM/PRPS2/PSAT1/GLDC"
"hsa04919","hsa04919","Thyroid hormone signaling pathway",122,-0.366835526602915,-1.03298353189427,0.375527426160338,0.692270296548371,0.597369105344678,6417,"tags=35%, list=17%, signal=29%","MED1/HDAC3/MDM2/NCOR1/PLCD4/MED4/ITGB3/RXRA/PLCB3/ATP1B3/ATP1A3/NCOA2/RCAN2/FXYD2/STAT1/MED14/PLCB1/MED24/SLC16A2/SLC9A1/HDAC1/KRAS/MED30/CCND1/DIO3/PIK3R2/PIK3CB/PLCB4/NOTCH1/NOTCH3/HDAC2/KAT2A/PFKM/PLCD3/TP53/ATP1B1/P3R3URF-PIK3R3/PIK3R3/SLC16A10/THRA/PIK3R1/MYC/DIO1"
"hsa00220","hsa00220","Arginine biosynthesis",23,0.498397339894545,1.05074185196596,0.384769539078156,0.704046390653648,0.607530851176036,5333,"tags=39%, list=14%, signal=34%","GLUL/GLUD2/GLUD1/ASL/ARG1/NAGS/GPT/GPT2/GOT1"
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption",38,0.441380831633107,1.02852784762036,0.387423935091278,0.705152559107934,0.608485378422391,2350,"tags=18%, list=6%, signal=17%","SGK1/SCNN1G/PRKCA/ATP1A1/NHERF2/NEDD4L/ATP1A2"
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids",27,0.479630053931008,1.04264980217367,0.392785571142285,0.7095,0.612236842105263,3320,"tags=33%, list=9%, signal=30%","ELOVL7/ACOX3/ELOVL2/FADS2/ELOVL5/ACAA1/FADS1/ACOX1/ELOVL1"
"hsa04913","hsa04913","Ovarian steroidogenesis",52,0.419870545244658,1.03429541238349,0.396,0.7095,0.612236842105263,3847,"tags=23%, list=10%, signal=21%","IGF1R/LDLR/PLA2G4C/PLA2G4E/PLA2G4B/ADCY6/JMJD7-PLA2G4B/HSD17B2/HSD17B7/BMP6/CYP11A1/HSD17B1"
"hsa05020","hsa05020","Prion disease",274,-0.333439971799919,-1.01474677417585,0.395555555555556,0.7095,0.612236842105263,7484,"tags=35%, list=20%, signal=29%","MAPK1/NDUFB11/MAPK13/PSMD13/MAPK12/NDUFA6/NDUFB5/PSMB1/STIP1/NDUFS2/PSMC3/APAF1/NDUFA12/NDUFS5/ND1/ITPR3/NDUFB1/TUBB4B/NDUFA8/UQCRC1/COX7C/NDUFB6/NDUFB10/PPP3R1/IL1B/TUBA8/RYR2/HSPA6/CSNK2B/CSNK2A1/ATP5PB/PSMA4/NDUFV1/CYBA/NCAM2/PSMA7/TUBB2A/SLC25A6/NDUFS1/ATP5F1B/PSMD2/VDAC2/PSMA2/UQCRC2/CASP3/ATP5MC1/TUBB6/SOD1/ATP5PD/CSNK2A3/NDUFAB1/NDUFS3/SDHA/BAX/MAPK8/EGR1/UQCRH/ATP5MC3/CAV2/COX5A/ATP5F1C/SDHB/ATP5PO/UQCRFS1/VDAC1/TUBA1C/PPP3CA/CYCS/ATP5F1D/EIF2S1/HSPA8/ITPR1/ATP5F1A/PPP3CB/SDHD/TUBB8B/PIK3R2/PIK3CB/SLC25A5/NDUFB4/NOTCH1/PRNP/CAV1/CYC1/MCU/MAPK9/VDAC3/TUBA1A/P3R3URF-PIK3R3/PIK3R3/TUBB4A/TUBA1B/PIK3R1/PPIF/TUBB/GRIN1/TUBA4A"
"hsa04370","hsa04370","VEGF signaling pathway",60,0.39978408274533,1.01611532063748,0.403960396039604,0.72001231211204,0.621308053903291,2930,"tags=20%, list=8%, signal=18%","VEGFA/PRKCA/MAPK11/SHC2/SPHK2/PLA2G4C/PLA2G4E/PLA2G4B/PPP3CC/MAPKAPK2/JMJD7-PLA2G4B/CDC42"
"hsa00532","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",21,0.498886948297082,1.02824481310604,0.416,0.731018110809052,0.630805101738533,4891,"tags=38%, list=13%, signal=33%","CSGALNACT1/CHPF/CHPF2/B4GALT7/B3GAT3/CHST7/CSGALNACT2/CHST12"
"hsa04927","hsa04927","Cortisol synthesis and secretion",65,0.398312462976964,1.01804413432887,0.41351888667992,0.731018110809052,0.630805101738533,4624,"tags=20%, list=12%, signal=18%","NR4A1/CREB3L4/CREB3/LDLR/CREB3L2/ATF6B/ADCY6/PDE8B/CREB3L1/CYP11A1/ATF2/GNAQ/NCEH1"
"hsa04726","hsa04726","Serotonergic synapse",113,0.364790904502652,1.00348536683442,0.416510318949343,0.731018110809052,0.630805101738533,7050,"tags=29%, list=19%, signal=24%","ALOX12B/APP/PRKCA/DUSP1/PLA2G4C/PLA2G4E/ALOX12/PLA2G4B/GNB2/JMJD7-PLA2G4B/GABRB3/CYP2D7/CYP2C9/ARAF/GNGT2/GNAQ/CYP2C19/MAOA/GNG5/NRAS/RAPGEF3/PLA2G4A/HTR2B/KCNN2/CYP2D6/MAPK3/ALOX15B/PTGS2/GNAI3/HTR3A/GNAI1/HTR5A/ITPR2"
"hsa05211","hsa05211","Renal cell carcinoma",70,-0.386106525433535,-1.00569732791781,0.424,0.734390908792328,0.633715533290809,4546,"tags=27%, list=12%, signal=24%","ETS1/CUL2/SOS1/ARNT2/CRKL/PAK4/VHL/KRAS/PTPN11/FH/PIK3R2/PIK3CB/EGLN3/RAPGEF1/P3R3URF-PIK3R3/PIK3R3/PIK3R1/PAK1/BUB1B-PAK6"
"hsa04814","hsa04814","Motor proteins",194,-0.339494456596073,-1.00359951213099,0.42483660130719,0.734390908792328,0.633715533290809,4218,"tags=20%, list=11%, signal=18%","ACTR1B/DNAH5/TUBG1/DYNC2H1/DNAH2/MYH15/MYH10/KIF4B/TUBA1C/KIF18A/TUBE1/TUBB8B/CAPZA2/KIF2A/KIF22/KIF3C/DNAH8/KIF4A/MYO1B/KIF24/TUBA1A/DNAH11/KIF14/KIF1A/TUBB4A/MYO19/TUBA1B/KIF7/CENPE/KIF2C/TUBB/TUBA4A/KIF20B/KIF20A/KIF23/KIFC1/KIF18B/KIF11/KIF15"
"hsa04930","hsa04930","Type II diabetes mellitus",47,0.41713569483601,1.0029528643703,0.421810699588477,0.734390908792328,0.633715533290809,1577,"tags=13%, list=4%, signal=12%","SOCS2/IRS2/MTOR/HK1/TNF/SLC2A4"
"hsa01212","hsa01212","Fatty acid metabolism",57,0.404389666441206,1.01096171859631,0.43030303030303,0.738404750441342,0.637179129817804,3339,"tags=23%, list=9%, signal=21%","ACSL3/ELOVL7/ACOX3/FASN/ELOVL2/FADS2/CPT1B/ELOVL5/ACAA1/FADS1/ACOX1/ELOVL1/ACADVL"
"hsa04917","hsa04917","Prolactin signaling pathway",71,-0.382969328455747,-0.999830637420689,0.431451612903226,0.738404750441342,0.637179129817804,4494,"tags=25%, list=12%, signal=22%","STAT1/SHC4/MAPK8/SOS1/TNFRSF11A/JAK2/KRAS/CCND1/SHC3/PIK3R2/PIK3CB/CISH/MAPK9/P3R3URF-PIK3R3/PIK3R3/PIK3R1/ELF5/FOS"
"hsa00480","hsa00480","Glutathione metabolism",58,-0.39727379550251,-1.00590254631719,0.437125748502994,0.744412165767475,0.642363007180012,3896,"tags=22%, list=10%, signal=20%","GSTM3/LANCL1/GSTA5/RRM2B/IDH2/LAP3/GGCT/GPX8/GSTA2/GSTA1/CHAC2/RRM1/RRM2"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",127,0.35743261978987,0.995493884418366,0.441947565543071,0.745189940723527,0.643034159375871,5384,"tags=20%, list=14%, signal=18%","PRKCA/TNFRSF10B/LAT2/SHC2/RAET1L/HLA-B/TNF/TNFSF10/HLA-C/LAT/PTPN6/IFNGR1/MICA/HLA-A/PPP3CC/HLA-E/SHC1/FCER1G/IFNGR2/ARAF/LCK/PIK3CD/NRAS/HLA-G/NFATC1/IFNAR1"
"hsa04072","hsa04072","Phospholipase D signaling pathway",149,0.350138305313788,0.994599704539641,0.444237918215613,0.745189940723527,0.643034159375871,5293,"tags=23%, list=14%, signal=20%","PRKCA/PLPP1/DGKA/RRAS/LPAR3/CYTH1/MTOR/EGF/SHC2/CYTH2/SPHK2/PLA2G4C/PLA2G4E/GAB2/GNA12/PLA2G4B/DGKD/ADCY6/SHC1/JMJD7-PLA2G4B/DNM2/FCER1G/PLD2/EGFR/TSC2/DGKQ/PIK3CD/ARF1/TSC1/PLPP3/PIP5K1C/NRAS/RAPGEF3/PLA2G4A"
"hsa05030","hsa05030","Cocaine addiction",49,0.40866376484977,0.993786383006943,0.446247464503043,0.745189940723527,0.643034159375871,5335,"tags=27%, list=14%, signal=23%","CREB3L4/CREB3/SLC6A3/CREB3L2/DLG4/ATF6B/CREB3L1/GRIN3B/ATF2/MAOA/JUN/GRIN2D/RELA"
"hsa05135","hsa05135","Yersinia infection",138,0.349446569275324,0.986927089449892,0.445454545454545,0.745189940723527,0.643034159375871,5548,"tags=27%, list=15%, signal=23%","NFKBIA/ELMO2/MAPK11/BAIAP2/MAP2K4/CCL2/RPS6KA2/TNF/ACTB/ITGA5/ACTG1/LAT/IKBKG/ARPC1B/ARPC4/RPS6KA3/CDC42/TICAM1/RHOG/IRF3/ITGB1/MEFV/LCK/ARPC3/GNAQ/PIK3CD/BCAR1/WIPF2/PIP5K1C/JUN/RPS6KA6/TBK1/NFATC1/RELA/WASF2/PXN/IKBKB"
"hsa05219","hsa05219","Bladder cancer",41,-0.423752348823899,-1.00342051843548,0.450592885375494,0.748811365068454,0.646159133871799,3686,"tags=29%, list=10%, signal=26%","MMP2/RB1/E2F3/KRAS/CCND1/UPK3A/DAPK1/TP53/CDK4/MYC/E2F2/E2F1"
"hsa00511","hsa00511","Other glycan degradation",18,0.50107317048948,1.00563238161533,0.455823293172691,0.749929676511955,0.647124139462581,5290,"tags=44%, list=14%, signal=38%","NEU1/GBA2/MAN2B2/HEXA/GBA1/HEXD/MAN2C1/MAN2B1"
"hsa00360","hsa00360","Phenylalanine metabolism",16,-0.49861191436675,-1.00046324745358,0.453846153846154,0.749929676511955,0.647124139462581,53,"tags=12%, list=0%, signal=12%","ALDH3B1/DDC"
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",99,-0.366503346385331,-1.00016329743115,0.457805907172996,0.749929676511955,0.647124139462581,4050,"tags=31%, list=11%, signal=28%","TRPV1/IL1B/CAMK2G/PLCB3/ADCY9/HTR2C/KNG1/BDKRB2/ASIC3/CALM1/MAPK8/PLCB1/BDKRB1/CYP2J2/ITPR1/PIK3R2/PIK3CB/PLCB4/IL1RAP/ADCY7/MAPK9/PPP1CC/P3R3URF-PIK3R3/PIK3R3/PIK3R1/ADCY3/MAP2K6/ASIC1/ADCY1/CAMK2B/CAMK2D"
